,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 15:01:00,8.311111111111112,0.4444444444444444,11.28888888888889,1.0444444444444445,-3.6,-2.8444444444444446,5.711111111111111,-2.0444444444444443,7.511111111111111,2.6222222222222222,-3.688888888888889,-4.111111111111111
2020-09-23 15:02:00,8.377777777777778,0.2,11.355555555555556,1.1333333333333333,-3.7111111111111112,-3.0444444444444443,5.5777777777777775,-2.0444444444444443,7.622222222222222,2.533333333333333,-3.5555555555555554,-4.222222222222222
2020-09-23 15:03:00,8.466666666666667,-0.022222222222222223,11.377777777777778,1.2222222222222223,-3.7777777777777777,-3.2,5.444444444444445,-2.066666666666667,7.711111111111111,2.4444444444444446,-3.4,-4.377777777777778
2020-09-23 15:04:00,8.577777777777778,-0.24444444444444444,11.377777777777778,1.288888888888889,-3.8,-3.3333333333333335,5.311111111111111,-2.0444444444444443,7.777777777777778,2.3333333333333335,-3.2222222222222223,-4.533333333333333
2020-09-23 15:05:00,8.688888888888888,-0.4666666666666667,11.355555555555556,1.4,-3.8222222222222224,-3.422222222222222,5.2,-2.0,7.822222222222222,2.1777777777777776,-3.0444444444444443,-4.688888888888889
2020-09-23 15:06:00,8.8,-0.6888888888888889,11.355555555555556,1.5333333333333334,-3.888888888888889,-3.533333333333333,5.111111111111111,-1.9555555555555555,7.911111111111111,2.0,-2.911111111111111,-4.822222222222222
2020-09-23 15:07:00,8.933333333333334,-0.9333333333333333,11.355555555555556,1.6444444444444444,-3.9555555555555557,-3.6222222222222222,5.0,-1.8666666666666667,7.977777777777778,1.8444444444444446,-2.7777777777777777,-4.955555555555556
2020-09-23 15:08:00,9.044444444444444,-1.1333333333333333,11.333333333333334,1.7333333333333334,-4.022222222222222,-3.688888888888889,4.911111111111111,-1.7777777777777777,8.022222222222222,1.6888888888888889,-2.6444444444444444,-5.044444444444444
2020-09-23 15:09:00,9.2,-1.3333333333333333,11.266666666666667,1.7777777777777777,-4.111111111111111,-3.7333333333333334,4.822222222222222,-1.711111111111111,8.044444444444444,1.5333333333333334,-2.488888888888889,-5.133333333333334
2020-09-23 15:10:00,9.311111111111112,-1.511111111111111,11.177777777777777,1.8444444444444446,-4.2,-3.7777777777777777,4.7555555555555555,-1.6444444444444444,8.088888888888889,1.3777777777777778,-2.3777777777777778,-5.222222222222222
2020-09-23 15:11:00,9.4,-1.6888888888888889,11.11111111111111,1.9111111111111112,-4.311111111111111,-3.8,4.644444444444445,-1.5555555555555556,8.11111111111111,1.2,-2.2222222222222223,-5.333333333333333
2020-09-23 15:12:00,9.488888888888889,-1.8444444444444446,11.022222222222222,2.0,-4.4222222222222225,-3.8444444444444446,4.488888888888889,-1.4222222222222223,8.088888888888889,0.9777777777777777,-2.088888888888889,-5.4222222222222225
2020-09-23 15:13:00,9.577777777777778,-1.9777777777777779,10.911111111111111,2.088888888888889,-4.533333333333333,-3.8666666666666667,4.311111111111111,-1.288888888888889,8.088888888888889,0.7333333333333333,-1.9777777777777779,-5.555555555555555
2020-09-23 15:14:00,9.644444444444444,-2.088888888888889,10.822222222222223,2.2,-4.644444444444445,-3.888888888888889,4.133333333333334,-1.1555555555555554,8.11111111111111,0.4888888888888889,-1.8888888888888888,-5.644444444444445
2020-09-23 15:15:00,9.688888888888888,-2.2,10.755555555555556,2.3555555555555556,-4.8,-3.8666666666666667,3.933333333333333,-1.0222222222222221,8.11111111111111,0.24444444444444444,-1.7777777777777777,-5.7555555555555555
2020-09-23 15:16:00,9.755555555555556,-2.3333333333333335,10.688888888888888,2.511111111111111,-4.955555555555556,-3.8444444444444446,3.7555555555555555,-0.9333333333333333,8.133333333333333,0.044444444444444446,-1.6666666666666667,-5.844444444444444
2020-09-23 15:17:00,9.777777777777779,-2.511111111111111,10.6,2.6444444444444444,-5.088888888888889,-3.8222222222222224,3.6,-0.8444444444444444,8.133333333333333,-0.15555555555555556,-1.5333333333333334,-5.911111111111111
2020-09-23 15:18:00,9.8,-2.6444444444444444,10.533333333333333,2.8222222222222224,-5.2,-3.7555555555555555,3.466666666666667,-0.7333333333333333,8.133333333333333,-0.3333333333333333,-1.4,-5.977777777777778
2020-09-23 15:19:00,9.777777777777779,-2.7555555555555555,10.422222222222222,2.9555555555555557,-5.333333333333333,-3.6444444444444444,3.3555555555555556,-0.6222222222222222,8.155555555555555,-0.5333333333333333,-1.2444444444444445,-6.0
2020-09-23 15:20:00,9.71111111111111,-2.8666666666666667,10.311111111111112,3.066666666666667,-5.488888888888889,-3.5555555555555554,3.2666666666666666,-0.5555555555555556,8.222222222222221,-0.7111111111111111,-1.0444444444444445,-6.0
2020-09-23 15:21:00,9.666666666666666,-2.9555555555555557,10.222222222222221,3.1777777777777776,-5.644444444444445,-3.4444444444444446,3.1777777777777776,-0.4444444444444444,8.266666666666667,-0.8888888888888888,-0.8222222222222222,-5.977777777777778
2020-09-23 15:22:00,9.622222222222222,-3.0444444444444443,10.11111111111111,3.2888888888888888,-5.8,-3.311111111111111,3.088888888888889,-0.28888888888888886,8.28888888888889,-1.0666666666666667,-0.5777777777777777,-5.955555555555556
2020-09-23 15:23:00,9.533333333333333,-3.1333333333333333,10.0,3.3555555555555556,-5.911111111111111,-3.2222222222222223,2.977777777777778,-0.15555555555555556,8.28888888888889,-1.2666666666666666,-0.28888888888888886,-5.955555555555556
2020-09-23 15:24:00,9.444444444444445,-3.2,9.866666666666667,3.466666666666667,-6.044444444444444,-3.111111111111111,2.888888888888889,0.0,8.311111111111112,-1.511111111111111,0.0,-5.911111111111111
2020-09-23 15:25:00,9.355555555555556,-3.2444444444444445,9.755555555555556,3.577777777777778,-6.133333333333334,-3.022222222222222,2.8444444444444446,0.1111111111111111,8.311111111111112,-1.7333333333333334,0.28888888888888886,-5.866666666666666
2020-09-23 15:26:00,9.28888888888889,-3.311111111111111,9.622222222222222,3.6666666666666665,-6.2,-2.933333333333333,2.7555555555555555,0.2,8.355555555555556,-1.9555555555555555,0.5555555555555556,-5.777777777777778
2020-09-23 15:27:00,9.177777777777777,-3.3777777777777778,9.511111111111111,3.7555555555555555,-6.288888888888889,-2.8444444444444446,2.6444444444444444,0.28888888888888886,8.377777777777778,-2.1333333333333333,0.7777777777777778,-5.688888888888889
2020-09-23 15:28:00,9.066666666666666,-3.422222222222222,9.377777777777778,3.8444444444444446,-6.333333333333333,-2.7555555555555555,2.5555555555555554,0.4,8.444444444444445,-2.3555555555555556,1.0222222222222221,-5.622222222222222
2020-09-23 15:29:00,8.955555555555556,-3.466666666666667,9.244444444444444,3.911111111111111,-6.4,-2.6444444444444444,2.466666666666667,0.5111111111111111,8.466666666666667,-2.577777777777778,1.2444444444444445,-5.533333333333333
2020-09-23 15:30:00,8.8,-3.533333333333333,9.066666666666666,3.9555555555555557,-6.511111111111111,-2.511111111111111,2.3777777777777778,0.5777777777777777,8.533333333333333,-2.7777777777777777,1.4666666666666666,-5.444444444444445
2020-09-23 15:31:00,8.622222222222222,-3.577777777777778,8.911111111111111,3.9555555555555557,-6.666666666666667,-2.3555555555555556,2.2666666666666666,0.6666666666666666,8.577777777777778,-2.977777777777778,1.6666666666666667,-5.355555555555555
2020-09-23 15:32:00,8.422222222222222,-3.6222222222222222,8.777777777777779,3.9555555555555557,-6.8,-2.2222222222222223,2.1333333333333333,0.7555555555555555,8.622222222222222,-3.1777777777777776,1.8666666666666667,-5.288888888888889
2020-09-23 15:33:00,8.266666666666667,-3.7111111111111112,8.666666666666666,3.977777777777778,-6.933333333333334,-2.088888888888889,1.9777777777777779,0.8444444444444444,8.666666666666666,-3.3555555555555556,2.066666666666667,-5.177777777777778
2020-09-23 15:34:00,8.133333333333333,-3.8,8.533333333333333,4.022222222222222,-7.044444444444444,-1.9777777777777779,1.8444444444444446,0.9555555555555556,8.733333333333333,-3.5555555555555554,2.2666666666666666,-5.066666666666666
2020-09-23 15:35:00,8.022222222222222,-3.911111111111111,8.355555555555556,4.044444444444444,-7.133333333333334,-1.8666666666666667,1.711111111111111,1.0666666666666667,8.8,-3.7333333333333334,2.422222222222222,-4.911111111111111
2020-09-23 15:36:00,7.911111111111111,-4.022222222222222,8.155555555555555,4.044444444444444,-7.2,-1.711111111111111,1.5777777777777777,1.1777777777777778,8.88888888888889,-3.911111111111111,2.6,-4.7555555555555555
2020-09-23 15:37:00,7.822222222222222,-4.133333333333334,7.933333333333334,4.044444444444444,-7.311111111111111,-1.5555555555555556,1.4222222222222223,1.2666666666666666,8.977777777777778,-4.088888888888889,2.7333333333333334,-4.6
2020-09-23 15:38:00,7.733333333333333,-4.2444444444444445,7.688888888888889,4.0,-7.444444444444445,-1.3777777777777778,1.288888888888889,1.3777777777777778,9.11111111111111,-4.288888888888889,2.888888888888889,-4.444444444444445
2020-09-23 15:39:00,7.644444444444445,-4.355555555555555,7.4,4.0,-7.555555555555555,-1.1555555555555554,1.1777777777777778,1.4666666666666666,9.222222222222221,-4.444444444444445,3.066666666666667,-4.288888888888889
2020-09-23 15:40:00,7.533333333333333,-4.488888888888889,7.066666666666666,4.022222222222222,-7.666666666666667,-0.9111111111111111,1.0444444444444445,1.5777777777777777,9.355555555555556,-4.5777777777777775,3.2444444444444445,-4.155555555555556
2020-09-23 15:41:00,7.444444444444445,-4.644444444444445,6.7555555555555555,4.066666666666666,-7.7555555555555555,-0.6666666666666666,0.9333333333333333,1.6888888888888889,9.466666666666667,-4.711111111111111,3.3777777777777778,-4.066666666666666
2020-09-23 15:42:00,7.355555555555555,-4.844444444444444,6.4222222222222225,4.088888888888889,-7.844444444444444,-0.4222222222222222,0.8222222222222222,1.7555555555555555,9.555555555555555,-4.888888888888889,3.488888888888889,-4.0
2020-09-23 15:43:00,7.2444444444444445,-5.0,6.111111111111111,4.066666666666666,-7.888888888888889,-0.15555555555555556,0.6888888888888889,1.8222222222222222,9.622222222222222,-5.088888888888889,3.5555555555555554,-3.977777777777778
2020-09-23 15:44:00,7.111111111111111,-5.155555555555556,5.822222222222222,4.044444444444444,-7.911111111111111,0.08888888888888889,0.6,1.8444444444444446,9.71111111111111,-5.311111111111111,3.6,-3.911111111111111
2020-09-23 15:45:00,6.977777777777778,-5.333333333333333,5.5777777777777775,4.022222222222222,-7.888888888888889,0.3333333333333333,0.4888888888888889,1.8888888888888888,9.822222222222223,-5.533333333333333,3.6444444444444444,-3.8222222222222224
2020-09-23 15:46:00,6.822222222222222,-5.488888888888889,5.355555555555555,3.977777777777778,-7.888888888888889,0.5333333333333333,0.37777777777777777,1.9111111111111112,9.911111111111111,-5.7555555555555555,3.7333333333333334,-3.7555555555555555
2020-09-23 15:47:00,6.711111111111111,-5.622222222222222,5.177777777777778,3.911111111111111,-7.866666666666666,0.7111111111111111,0.3111111111111111,1.9111111111111112,10.0,-5.977777777777778,3.8,-3.6666666666666665
2020-09-23 15:48:00,6.622222222222222,-5.777777777777778,5.044444444444444,3.8666666666666667,-7.888888888888889,0.8444444444444444,0.2222222222222222,1.9111111111111112,10.11111111111111,-6.2444444444444445,3.8222222222222224,-3.5555555555555554
2020-09-23 15:49:00,6.555555555555555,-5.888888888888889,4.955555555555556,3.8222222222222224,-7.911111111111111,0.9555555555555556,0.15555555555555556,1.9111111111111112,10.244444444444444,-6.466666666666667,3.8222222222222224,-3.422222222222222
2020-09-23 15:50:00,6.488888888888889,-5.977777777777778,4.844444444444444,3.7777777777777777,-7.911111111111111,1.0222222222222221,0.044444444444444446,1.8888888888888888,10.377777777777778,-6.644444444444445,3.8222222222222224,-3.3333333333333335
2020-09-23 15:51:00,6.444444444444445,-6.044444444444444,4.733333333333333,3.7555555555555555,-7.911111111111111,1.1111111111111112,-0.06666666666666667,1.8666666666666667,10.466666666666667,-6.8,3.8222222222222224,-3.2888888888888888
2020-09-23 15:52:00,6.377777777777778,-6.111111111111111,4.5777777777777775,3.7555555555555555,-7.911111111111111,1.1777777777777778,-0.13333333333333333,1.8444444444444446,10.577777777777778,-6.977777777777778,3.8222222222222224,-3.2222222222222223
2020-09-23 15:53:00,6.333333333333333,-6.177777777777778,4.4,3.8,-7.933333333333334,1.2222222222222223,-0.2222222222222222,1.8222222222222222,10.688888888888888,-7.155555555555556,3.8444444444444446,-3.1777777777777776
2020-09-23 15:54:00,6.288888888888889,-6.2,4.222222222222222,3.8444444444444446,-7.933333333333334,1.2666666666666666,-0.3111111111111111,1.8222222222222222,10.822222222222223,-7.333333333333333,3.8222222222222224,-3.1555555555555554
2020-09-23 15:55:00,6.288888888888889,-6.2444444444444445,4.066666666666666,3.8666666666666667,-7.911111111111111,1.3111111111111111,-0.4,1.7777777777777777,10.933333333333334,-7.466666666666667,3.8222222222222224,-3.111111111111111
2020-09-23 15:56:00,6.266666666666667,-6.311111111111111,3.888888888888889,3.911111111111111,-7.866666666666666,1.3555555555555556,-0.4888888888888889,1.7333333333333334,11.044444444444444,-7.6,3.8222222222222224,-3.088888888888889
2020-09-23 15:57:00,6.2444444444444445,-6.377777777777778,3.688888888888889,3.933333333333333,-7.8,1.4444444444444444,-0.5777777777777777,1.6444444444444444,11.2,-7.688888888888889,3.8222222222222224,-3.088888888888889
2020-09-23 15:58:00,6.2444444444444445,-6.488888888888889,3.488888888888889,3.9555555555555557,-7.7555555555555555,1.511111111111111,-0.6666666666666666,1.5333333333333334,11.311111111111112,-7.777777777777778,3.8222222222222224,-3.0444444444444443
2020-09-23 15:59:00,6.222222222222222,-6.5777777777777775,3.2888888888888888,3.933333333333333,-7.666666666666667,1.6222222222222222,-0.7555555555555555,1.4444444444444444,11.422222222222222,-7.822222222222222,3.8222222222222224,-3.0
2020-09-23 16:00:00,6.222222222222222,-6.666666666666667,3.066666666666667,3.8666666666666667,-7.533333333333333,1.7333333333333334,-0.8,1.3777777777777778,11.533333333333333,-7.844444444444444,3.7777777777777777,-2.977777777777778
2020-09-23 16:01:00,6.2,-6.733333333333333,2.8444444444444446,3.8222222222222224,-7.444444444444445,1.8444444444444446,-0.8444444444444444,1.3555555555555556,11.644444444444444,-7.866666666666666,3.688888888888889,-2.977777777777778
2020-09-23 16:02:00,6.2,-6.7555555555555555,2.6666666666666665,3.8,-7.377777777777778,1.9555555555555555,-0.9111111111111111,1.3333333333333333,11.733333333333333,-7.911111111111111,3.577777777777778,-2.977777777777778
2020-09-23 16:03:00,6.2,-6.777777777777778,2.4444444444444446,3.7555555555555555,-7.333333333333333,2.066666666666667,-0.9555555555555556,1.2666666666666666,11.8,-7.955555555555556,3.4444444444444446,-2.933333333333333
2020-09-23 16:04:00,6.2444444444444445,-6.822222222222222,2.2222222222222223,3.7555555555555555,-7.288888888888889,2.1777777777777776,-0.9777777777777777,1.1555555555555554,11.866666666666667,-8.022222222222222,3.2888888888888888,-2.911111111111111
