"Uva", 737.75, 282
"Acelga", 25.41, 945
"Limon", 331.34, 693
"Lima", 1378.65, 218
"Durazno", 170.29, 824
"Pepino", 32.29, 565
"Pepino", 37.01, 590
"Palta", 1159.73, 364
"Banana", 71.54, 920
"Manzana", 143.15, 890
"Sandia", 59.34, 765
"Limon", 307.60, 616
"Palta", 515.74, 570
"Durazno", 158.95, 664
"Frutilla", 306.50, 270
"Lima", 1358.85, 182
"Cereza", 1081.57, 236
"Morron", 3020.66, 624
"Zanahoria", 37.66, 522
"Repollo", 3.80, 777
"Naranja", 17.08, 830
"Pepino", 33.87, 490
"Durazno", 254.63, 640
"Kinoto", 31.44, 212
"Mandarina", 23.92, 940
"Caqui", 836.29, 113
"Lima", 1442.28, 196
"Naranja", 13.14, 1100
"Palta", 1096.22, 320
"Ciruela", 935.59, 756
"Frambuesa", 2137.84, 98
"TomCherry", 524.26, 216
"Durazno", 163.72, 872
"Durazno", 169.26, 680
"Repollo", 7.21, 784
"Caqui", 879.85, 106
"Frambuesa", 1989.15, 91
"Limon", 325.33, 623
"Naranja", 13.87, 870
"Alcachofa", 154.49, 348
"Repollo", 4.14, 798
"Kinoto", 34.94, 162
"Calabaza", 20.58, 856
"Frutilla", 287.62, 303
"Batata", 21.79, 1020
"Cereza", 1025.56, 168
"Mandarina", 15.32, 1080
"Naranja", 11.52, 1200
"Mandarina", 13.02, 800
"Pepino", 30.71, 600
"Durazno", 297.95, 760
"Alcachofa", 139.30, 354
"Manzana", 124.97, 1190
"Lechuga", 32.47, 882
"Choclo", 63.61, 252
"Batata", 20.82, 830
"Palta", 513.77, 575
"Calabaza", 14.41, 824
"Berenjena", 55.31, 618
"TomCherry", 533.38, 160
"Batata", 19.16, 1090
"Alcachofa", 139.44, 243
"Alcachofa", 137.58, 360
"Ajo", 886.43, 97
"Repollo", 4.60, 770
"Mandarina", 19.96, 1110
"Ajo", 855.58, 105
"Ajo", 913.85, 80
"Ciruela", 958.57, 756
"Champignon", 3593.05, 108
"Cereza", 1018.38, 236
"Higo", 2541.54, 90
"Tomate", 801.86, 891
"Tomate", 750.28, 1017
"Kinoto", 37.26, 176
"Coliflor", 30.76, 520
"Zanahoria", 33.34, 522
"Calabaza", 22.91, 848
"Melon", 99.08, 444
"Ajo", 867.24, 116
"Naranja", 15.13, 1170
"Champignon", 3661.19, 92
"Banana", 60.97, 1150
"Durazno", 280.75, 824
"Frutilla", 340.07, 306
"Banana", 64.73, 1000
"Manzana", 135.63, 1180
"Caqui", 821.83, 83
"Kiwi", 436.90, 332
"Naranja", 10.31, 1000
"Manzana", 139.34, 1080
"Rabanito", 230.41, 321
"Frutilla", 300.27, 270
"Mandarina", 22.29, 880
"Zuccini", 82.08, 546
"Lima", 1236.24, 198
"Calabaza", 18.83, 832
"Lima", 1203.55, 188
"Ajo", 901.73, 112
"Ciruela", 952.26, 774
"Palta", 1124.34, 428
"Lima", 1372.15, 172
"Acelga", 22.03, 891
"Sandia", 62.91, 900
"Frambuesa", 2133.18, 101
"Champignon", 3630.32, 104
"Tomate", 718.88, 756
"Durazno", 267.42, 856
"Caqui", 756.01, 115
"Calabaza", 24.20, 904
"Papa", 19.34, 880
"Melon", 105.39, 456
"Berenjena", 52.97, 702
"Manzana", 149.34, 910
"Ajo", 873.07, 114
"Berenjena", 67.72, 552
"Kiwi", 432.35, 336
"Higo", 2517.12, 119
"Banana", 83.85, 900
"Sandia", 59.65, 792
"Frutilla", 276.17, 270
"Zuccini", 75.83, 492
"Higo", 2506.91, 108
"Lechuga", 44.89, 819
"TomCherry", 539.60, 186
"Lima", 1252.94, 230
"Lechuga", 31.21, 1017
"Berenjena", 60.28, 510
"Pepino", 34.74, 440
"Caqui", 832.86, 91
"Pomelo", 40.66, 756
"Zuccini", 87.19, 570
"Berenjena", 58.93, 690
"Durazno", 273.82, 640
"Cebolla", 88.12, 864
"Coliflor", 33.80, 450
"Frambuesa", 2048.43, 110
"Acelga", 33.93, 864
"Caqui", 793.93, 99
"Kiwi", 450.67, 448
"Rabanito", 220.37, 270
"Lechuga", 41.31, 747
"Kiwi", 418.20, 368
"Palta", 1125.00, 452
"Sandia", 50.49, 783
"Alcachofa", 146.85, 273
"Limon", 324.44, 826
"Manzana", 122.63, 930
"Naranja", 13.88, 890
"Calabaza", 16.46, 648
"Brocoli", 380.34, 348
"Frambuesa", 2056.18, 93
"Mandarina", 31.78, 920
"Limon", 340.03, 819
"Manzana", 96.71, 1160
"Kinoto", 37.14, 234
"Higo", 2452.92, 94
"Calabaza", 22.73, 920
"Pera", 142.72, 1060
"Berenjena", 49.27, 504
"Ciruela", 946.02, 1026
"Mandarina", 20.24, 1140
"Choclo", 55.68, 273
"Frutilla", 329.85, 282
"Mandarina", 14.68, 990
"Choclo", 68.59, 282
"Uva", 676.98, 348
"TomCherry", 531.23, 228
"Kinoto", 42.90, 178
"Mandarina", 21.04, 1130
"Zanahoria", 45.46, 570
"Frutilla", 303.66, 294
"Tomate", 760.45, 972
"TomCherry", 577.92, 190
"Melon", 120.47, 332
"Frambuesa", 2090.37, 81
"Coliflor", 37.40, 525
"Sandia", 59.97, 1071
"Choclo", 51.80, 252
"Durazno", 143.93, 832
"Higo", 2460.16, 107
"Sandia", 52.83, 864
"Sandia", 53.62, 1026
"Pomelo", 50.70, 999
"Durazno", 284.21, 704
"Higo", 2521.14, 93
"Palta", 487.00, 495
"Lima", 1160.30, 190
"Limon", 310.94, 567
"Morron", 2960.83, 594
"Banana", 61.75, 1060
"Apio", 70.60, 285
"Palta", 1158.40, 340
"Durazno", 166.83, 904
"Coliflor", 26.66, 430
"Palta", 476.56, 500
"Rabanito", 231.87, 351
"Sandia", 49.15, 981
"Cebolla", 81.17, 888
"Morron", 2935.29, 528
"Kiwi", 437.65, 392
"TomCherry", 568.42, 232
"Zuccini", 94.24, 708
"Tomate", 743.98, 1080
"Lima", 980.81, 212
"Manzana", 142.09, 1140
"Zuccini", 71.15, 492
"Lima", 1035.25, 166
"Kiwi", 409.28, 328
"Brocoli", 336.23, 452
"Pomelo", 44.86, 792
"Berenjena", 65.18, 678
"Acelga", 22.03, 1008
"Higo", 2482.47, 110
"Acelga", 25.31, 918
"Zuccini", 84.46, 708
"Manzana", 139.31, 860
"Morron", 2962.83, 504
"Lima", 1011.86, 172
"Berenjena", 59.03, 702
"Morron", 3005.44, 696
"Kiwi", 411.31, 408
"Kiwi", 425.24, 436
"Lechuga", 36.15, 1035
"Sandia", 70.62, 1026
"Apio", 48.86, 249
"Sandia", 48.90, 1053
"Brocoli", 332.65, 440
"Durazno", 261.64, 664
"Kiwi", 437.13, 456
"Calabaza", 12.91, 800
"Ajo", 914.62, 108
"Cebolla", 53.53, 712
"Choclo", 63.64, 267
"Durazno", 185.88, 648
"Coliflor", 29.16, 520
"Esparrago", 640.25, 182
"Papa", 13.00, 820
"Zuccini", 95.17, 576
"Papa", 16.17, 1030
"Berenjena", 53.29, 504
"Naranja", 6.31, 860
"Zanahoria", 38.74, 660
"Morron", 2962.04, 654
"Manzana", 127.91, 970
"Choclo", 59.81, 273
"Morron", 2914.71, 552
"Kinoto", 30.75, 228
"TomCherry", 512.02, 160
"Coliflor", 22.66, 545
"Lima", 1216.34, 232
"Tomate", 731.66, 891
"Papa", 17.76, 1080
"Acelga", 25.84, 873
"Berenjena", 57.98, 504
"TomCherry", 555.89, 202
"Tomate", 816.97, 963
"Champignon", 3462.82, 95
"Palta", 497.44, 400
"Rabanito", 198.36, 324
"Pera", 118.96, 890
"Frutilla", 296.05, 303
"Higo", 2446.36, 95
"Cereza", 1054.29, 232
"Pomelo", 36.38, 819
"Kiwi", 445.26, 440
"Pepino", 43.24, 600
"Ajo", 923.10, 112
"Caqui", 792.89, 98
"Melon", 98.28, 320
"Lima", 1027.12, 232
"Sandia", 45.49, 936
"Brocoli", 360.40, 420
"Ajo", 907.31, 101
"Uva", 717.20, 354
"Pera", 171.50, 1050
"Naranja", 18.16, 1000
"Frambuesa", 2048.22, 86
"Ajo", 920.80, 120
"Kiwi", 486.84, 332
"Durazno", 276.93, 664
"Apio", 63.87, 351
"Rabanito", 203.24, 309
"Sandia", 62.52, 774
"Palta", 512.96, 410
"Durazno", 157.82, 760
"Apio", 52.91, 279
"Rabanito", 243.83, 315
"Cebolla", 57.68, 808
"Kiwi", 435.18, 416
"Rabanito", 205.31, 252
"Uva", 688.31, 297
"Rabanito", 233.69, 306
"Brocoli", 333.84, 464
"Higo", 2477.79, 84
"Lima", 1192.75, 206
"Lima", 1241.67, 166
"Uva", 725.95, 258
"Coliflor", 22.43, 415
"Esparrago", 622.73, 212
"Cebolla", 65.60, 848
"Palta", 487.32, 565
"Lima", 1119.78, 194
"Rabanito", 224.81, 300
"Ajo", 912.35, 109
"Lima", 1089.40, 220
"Limon", 337.92, 763
"Pera", 152.71, 940
"Batata", 24.47, 1040
"Limon", 335.35, 700
"Frutilla", 326.61, 282
"Batata", 18.85, 1200
"Cereza", 1076.53, 200
"Kinoto", 35.18, 232
"Pepino", 25.98, 560
"Kinoto", 47.37, 212
"Acelga", 26.18, 774
"Alcachofa", 127.93, 315
"Lechuga", 44.81, 864
"Lima", 1309.31, 162
"Kiwi", 420.58, 332
"Zuccini", 90.60, 594
"Higo", 2604.46, 93
"Ciruela", 953.55, 936
"Zanahoria", 37.24, 678
"Papa", 25.44, 1170
"Lechuga", 42.94, 927
"Cebolla", 63.56, 672
"Limon", 343.99, 581
"Alcachofa", 134.74, 258
"TomCherry", 530.38, 224
"Pepino", 41.63, 430
"Melon", 122.94, 464
"Manzana", 148.65, 1140
"Zanahoria", 29.30, 558
"Zuccini", 83.14, 654
"Cebolla", 67.11, 792
"Palta", 503.32, 580
"Cereza", 1012.79, 166
"Batata", 16.47, 810
"Ajo", 948.77, 98
"Naranja", 13.42, 1000
"Mandarina", 13.43, 960
"Melon", 99.28, 360
"TomCherry", 574.20, 226
"Frutilla", 313.23, 333
"Naranja", 14.13, 1180
"Caqui", 826.12, 87
"Zuccini", 93.17, 576
"Frutilla", 299.76, 333
"Coliflor", 35.79, 550
"Durazno", 161.95, 680
"Melon", 98.20, 448
"Palta", 491.14, 555
"Mandarina", 25.14, 1080
"Mandarina", 21.80, 810
"Banana", 67.54, 980
"Zanahoria", 19.15, 594
"Cereza", 1045.79, 218
"Cereza", 1038.19, 228
"TomCherry", 529.54, 174
"Alcachofa", 138.01, 249
"Choclo", 68.64, 285
"Banana", 60.97, 1160
"Morron", 2988.22, 690
"Mandarina", 20.61, 860
"Zanahoria", 38.96, 714
"Durazno", 233.41, 920
"Limon", 340.31, 812
"Rabanito", 235.57, 252
"Calabaza", 15.53, 712
"Durazno", 277.52, 768
"Alcachofa", 161.61, 291
"Apio", 55.19, 339
"Sandia", 56.17, 819
"Uva", 679.59, 312
"Uva", 712.84, 315
"Coliflor", 27.39, 415
"Kiwi", 403.63, 460
"Champignon", 3574.42, 89
"Lechuga", 50.07, 1017
"Apio", 57.75, 291
"Alcachofa", 123.82, 336
"Pomelo", 53.00, 873
"Apio", 71.43, 246
"Naranja", 10.23, 920
"Naranja", 23.11, 1200
"Calabaza", 17.94, 768
"Mandarina", 19.81, 870
"Kinoto", 31.62, 234
"Coliflor", 31.85, 585
"Choclo", 56.59, 282
"Cebolla", 77.14, 856
"Rabanito", 229.95, 345
"Batata", 19.43, 1200
"Mandarina", 14.30, 1130
"Champignon", 3623.30, 114
"Mandarina", 15.51, 1050
"Tomate", 731.41, 918
"Pera", 166.58, 860
"Cebolla", 63.97, 744
"Kiwi", 428.17, 324
"Durazno", 289.49, 888
"Cebolla", 70.92, 936
"Esparrago", 614.97, 190
"Zanahoria", 33.46, 576
"Banana", 55.41, 1130
"Calabaza", 20.43, 952
"Calabaza", 12.93, 824
"Pera", 154.91, 1030
"Manzana", 151.56, 970
"Acelga", 20.04, 882
"Zanahoria", 38.10, 486
"Ajo", 888.39, 110
"Lima", 1341.68, 186
"Lima", 1320.78, 198
"Rabanito", 213.97, 240
"Esparrago", 634.20, 226
"Morron", 2980.07, 546
"Ciruela", 999.03, 936
"Cebolla", 59.49, 808
"Sandia", 68.48, 1053
"Pomelo", 55.44, 855
"Calabaza", 22.22, 736
"Durazno", 270.50, 688
"Durazno", 167.57, 648
"Ciruela", 965.93, 747
"Cebolla", 54.64, 952
"Higo", 2438.54, 103
"Kinoto", 36.80, 162
"Kiwi", 435.60, 352
"Repollo", 5.47, 672
"Rabanito", 241.52, 282
"Cebolla", 66.75, 720
"Zanahoria", 36.54, 516
"Lima", 991.16, 182
"Limon", 304.62, 637
"Champignon", 3537.92, 92
"Mandarina", 30.46, 840
"Morron", 2959.36, 480
"Higo", 2483.28, 115
"Alcachofa", 137.91, 315
"Cereza", 1068.82, 232
"Alcachofa", 160.13, 240
"Zuccini", 106.57, 486
"Banana", 67.72, 1050
"Cereza", 1009.82, 196
"Kiwi", 426.42, 364
"Repollo", 5.66, 770
"Acelga", 10.99, 819
"Apio", 60.99, 318
"Pomelo", 38.08, 846
"Rabanito", 207.50, 255
"Berenjena", 46.48, 708
"Choclo", 61.82, 333
"Sandia", 60.03, 756
"Champignon", 3560.08, 100
"Naranja", 11.22, 950
"Durazno", 138.55, 736
"Higo", 2490.96, 87
"Brocoli", 373.20, 456
"Cebolla", 56.46, 736
"Durazno", 142.60, 736
"Pepino", 32.54, 445
"Ciruela", 982.56, 873
"Zanahoria", 36.35, 558
"TomCherry", 522.78, 234
"Berenjena", 49.28, 498
"Lechuga", 44.51, 1026
"Zanahoria", 29.40, 546
"Cereza", 1018.13, 218
"Higo", 2440.02, 112
"Kiwi", 437.52, 356
"Melon", 103.85, 344
"Palta", 511.09, 495
"Esparrago", 647.45, 200
"Kiwi", 433.42, 412
"Champignon", 3656.33, 93
"Caqui", 815.04, 81
"Acelga", 32.98, 1017
"Morron", 2996.63, 594
"Cereza", 987.87, 174
"Caqui", 807.19, 115
"Alcachofa", 168.14, 282
"Pepino", 32.12, 505
"Melon", 104.68, 376
"Lima", 1247.85, 170
"Berenjena", 39.70, 534
"Cereza", 1016.48, 218
"Tomate", 719.36, 810
"Mandarina", 29.05, 1190
"Palta", 485.35, 420
"Ciruela", 939.86, 891
"Calabaza", 16.56, 888
"Frambuesa", 2035.30, 111
"Caqui", 787.78, 87
"Mandarina", 18.83, 1040
"Durazno", 284.57, 784
"Manzana", 134.88, 1090
"Pepino", 35.20, 420
"Calabaza", 20.11, 648
"Brocoli", 388.60, 356
"Naranja", 16.33, 1020
"Coliflor", 27.63, 560
"Pepino", 39.69, 500
"Sandia", 68.39, 1017
"Pepino", 39.84, 530
"Caqui", 786.42, 95
"Naranja", 14.60, 860
"Brocoli", 362.30, 428
"Durazno", 162.30, 888
"Mandarina", 25.40, 1110
"Durazno", 137.64, 856
"Lechuga", 42.80, 756
"Coliflor", 29.45, 535
"Lima", 1015.58, 190
"Coliflor", 24.04, 440
"Limon", 322.27, 756
"Ciruela", 927.53, 810
"Alcachofa", 143.08, 255
"Batata", 17.15, 1050
"Apio", 64.41, 333
"Repollo", 4.53, 560
"Mandarina", 25.53, 880
"Choclo", 60.59, 294
"Papa", 8.91, 1100
"Lima", 1074.42, 180
"Batata", 28.97, 820
"Choclo", 48.88, 285
"Pepino", 45.87, 520
"TomCherry", 524.08, 192
"Uva", 725.13, 321
"Cebolla", 52.39, 768
"Frutilla", 279.04, 297
"Papa", 14.39, 890
"Champignon", 3498.83, 96
"Alcachofa", 157.49, 252
"Naranja", 6.15, 1120
"Melon", 109.86, 448
"Kinoto", 40.22, 162
"Brocoli", 354.81, 456
"Naranja", 14.47, 880
"Naranja", 16.39, 890
"Cebolla", 71.37, 712
"Banana", 63.63, 1180
"Naranja", 10.98, 1140
"Alcachofa", 139.68, 297
"Tomate", 750.98, 972
"Lima", 1029.37, 206
"Alcachofa", 136.42, 312
"Brocoli", 377.78, 360
"Zanahoria", 29.00, 522
"Pera", 109.60, 920
"Calabaza", 20.91, 936
"Palta", 1149.86, 344
"Palta", 520.70, 490
"Manzana", 145.04, 1140
"Melon", 95.52, 412
"Repollo", 5.38, 819
"Palta", 481.87, 455
"Durazno", 264.74, 672
"Lima", 1345.54, 212
"Pepino", 37.65, 550
"Durazno", 158.58, 656
"Repollo", 4.72, 728
"Pomelo", 41.19, 900
"Berenjena", 50.96, 702
"Pera", 130.53, 1070
"Cereza", 1061.41, 238
"Mandarina", 14.77, 910
"Frutilla", 289.16, 297
"Palta", 488.89, 550
"Ajo", 926.04, 80
"Melon", 116.35, 436
"Palta", 489.64, 465
"Sandia", 52.50, 990
"Lima", 1220.09, 174
"Esparrago", 625.51, 170
"Naranja", 7.99, 1110
"Lima", 976.79, 166
"Acelga", 22.01, 774
"Higo", 2526.25, 109
"Palta", 483.79, 480
"Apio", 58.60, 246
"Mandarina", 23.66, 1010
"Banana", 68.38, 840
"Zanahoria", 45.40, 558
"Limon", 309.66, 581
"Banana", 70.81, 980
"Lima", 1356.54, 160
"Durazno", 245.86, 720
"Acelga", 23.06, 927
"Caqui", 813.11, 109
"Banana", 50.07, 990
"Frambuesa", 2065.28, 112
"Batata", 16.60, 920
"Rabanito", 215.91, 300
"Lima", 1234.19, 170
"Banana", 58.41, 1030
"Choclo", 63.33, 246
"Naranja", 12.52, 1140
"Champignon", 3575.18, 112
"Ajo", 893.31, 98
"Lima", 1036.28, 188
"Palta", 1144.47, 392
"Mandarina", 25.03, 1070
"Zuccini", 107.35, 582
"Pera", 162.31, 1060
"Frambuesa", 2072.63, 95
"Lechuga", 36.99, 765
"Palta", 466.30, 445
"Papa", 11.83, 1160
"Sandia", 46.70, 972
"Brocoli", 370.45, 388
"Durazno", 161.51, 672
"Frutilla", 292.72, 330
"Batata", 19.39, 970
"TomCherry", 591.70, 174
"Higo", 2561.49, 92
"Calabaza", 17.12, 656
"Lima", 993.64, 200
"Kinoto", 30.60, 224
"Calabaza", 18.17, 904
"Kinoto", 47.30, 194
"Pepino", 42.59, 555
"Lima", 1372.79, 170
"Mandarina", 19.65, 1110
"Esparrago", 627.35, 216
"Champignon", 3636.74, 101
"Champignon", 3538.98, 102
"Apio", 52.85, 327
"Sandia", 56.33, 819
"Frambuesa", 1997.65, 82
"Palta", 1161.99, 384
"Uva", 687.85, 354
"Palta", 1118.63, 332
"Pera", 159.61, 810
"Zuccini", 79.11, 648
"Durazno", 138.02, 848
"Pepino", 35.58, 520
"Zanahoria", 31.82, 582
"Apio", 68.06, 264
"Tomate", 741.33, 1071
"Calabaza", 18.33, 776
"Durazno", 260.87, 736
"Uva", 736.67, 252
"Choclo", 50.55, 321
"Choclo", 62.39, 315
"Durazno", 273.50, 672
"Lima", 1409.76, 202
"Naranja", 8.61, 850
"Lima", 1214.59, 182
"Repollo", 8.34, 749
"Frambuesa", 2044.30, 83
"Palta", 1188.92, 388
"Mandarina", 15.63, 1080
"Coliflor", 31.47, 480
"Lechuga", 33.28, 819
"Cereza", 976.92, 190
"Rabanito", 232.66, 348
"Alcachofa", 151.85, 336
"Banana", 67.07, 1100
"Morron", 3009.95, 624
"Brocoli", 367.02, 376
"Ciruela", 968.47, 792
"Lima", 1192.63, 168
"Frambuesa", 2045.45, 87
"Morron", 2908.90, 558
"Kinoto", 34.87, 164
"Lechuga", 41.64, 738
"Choclo", 37.83, 279
"Melon", 94.39, 372
"Durazno", 287.42, 888
"Coliflor", 29.81, 400
"Lima", 1374.33, 230
"Uva", 686.14, 312
"Acelga", 26.66, 891
"Durazno", 145.00, 776
"Alcachofa", 156.07, 267
"Durazno", 168.36, 912
"Batata", 13.06, 810
"Naranja", 14.92, 1000
"Calabaza", 16.62, 960
"Batata", 20.48, 1190
"Palta", 480.38, 535
"Champignon", 3659.98, 99
"Esparrago", 640.99, 228
"Sandia", 67.06, 720
"Lima", 1351.47, 204
"Rabanito", 228.10, 342
"Rabanito", 252.56, 312
"Banana", 74.61, 1000
"Zuccini", 91.06, 618
"Berenjena", 47.56, 720
"Brocoli", 321.25, 408
"Morron", 2922.87, 714
"Ciruela", 956.50, 1071
"Calabaza", 17.36, 680
"Pepino", 36.11, 520
"Kiwi", 455.93, 436
"Brocoli", 336.00, 404
"Mandarina", 23.83, 900
"Ciruela", 938.58, 873
"Rabanito", 213.01, 360
"Durazno", 145.79, 800
"Ciruela", 1021.34, 774
"Cereza", 1069.68, 194
"Frutilla", 301.20, 249
"Naranja", 11.38, 1040
"Cebolla", 79.08, 888
"Durazno", 152.48, 744
"Pepino", 33.68, 480
"Morron", 2940.66, 480
"Kiwi", 428.16, 460
"Cereza", 1040.70, 180
"Lima", 1072.30, 190
"Palta", 512.34, 585
"Cebolla", 72.85, 808
"Zanahoria", 34.70, 546
"Naranja", 1.74, 1050
"Apio", 49.97, 291
"Rabanito", 235.14, 276
"Cebolla", 68.20, 920
"Banana", 67.85, 1120
"Cebolla", 60.69, 664
"Durazno", 183.74, 728
"Durazno", 180.54, 904
"Zanahoria", 34.65, 696
"TomCherry", 550.46, 166
"Manzana", 149.85, 1120
"Naranja", 16.61, 1110
"Calabaza", 23.08, 680
"Zuccini", 91.76, 690
"Alcachofa", 134.13, 303
"Limon", 319.92, 770
"Pomelo", 56.32, 972
"Zuccini", 78.04, 540
"Calabaza", 17.11, 688
"Calabaza", 21.58, 648
"Repollo", 3.50, 609
"Kiwi", 434.50, 328
"Brocoli", 356.77, 348
"Apio", 59.85, 318
"Limon", 343.68, 721
"Champignon", 3616.05, 117
"Morron", 2986.35, 522
"Naranja", 15.61, 830
"Kiwi", 456.50, 456
"Frambuesa", 2058.78, 119
"Batata", 19.13, 1100
"Zuccini", 71.93, 618
"Naranja", 14.46, 1030
"Palta", 1162.09, 412
"Coliflor", 34.19, 425
"Champignon", 3644.59, 105
"Uva", 731.10, 360
"Limon", 325.88, 588
"Batata", 14.57, 810
"Acelga", 19.10, 720
"Rabanito", 222.46, 246
"Banana", 67.36, 1190
"Morron", 2860.60, 684
"Berenjena", 60.89, 708
"Kiwi", 431.85, 380
"Apio", 56.87, 336
"Pepino", 35.27, 485
"Kinoto", 25.22, 184
"Palta", 1144.98, 344
"Melon", 117.39, 348
"Lima", 1226.23, 188
"Calabaza", 13.72, 680
"Sandia", 67.59, 927
"Pepino", 28.34, 500
"Calabaza", 16.79, 704
"Durazno", 147.68, 800
"Pera", 126.81, 890
"Kinoto", 42.89, 174
"Brocoli", 343.76, 396
"Durazno", 269.00, 792
"Durazno", 261.22, 792
"Mandarina", 15.10, 850
"Acelga", 15.81, 954
"Lima", 1005.30, 228
"Naranja", 12.68, 980
"Zanahoria", 40.54, 540
"Lechuga", 34.25, 855
"Zuccini", 91.33, 594
"Morron", 2871.56, 678
"Kinoto", 38.02, 200
"Banana", 72.16, 840
"Sandia", 52.30, 1026
"Durazno", 160.48, 808
"Mandarina", 17.93, 1160
"Pera", 177.32, 820
"Frutilla", 309.34, 312
"Manzana", 135.24, 980
"Lima", 999.51, 202
"Durazno", 140.81, 728
"Naranja", 10.22, 980
"Pera", 165.83, 1190
"Repollo", 5.18, 700
"Cebolla", 64.80, 864
"Berenjena", 50.21, 534
"Papa", 18.72, 1130
"Alcachofa", 143.02, 255
"Durazno", 297.00, 840
"Palta", 444.68, 560
"Batata", 19.29, 1040
"Zanahoria", 31.48, 672
"Mandarina", 19.55, 1180
"Alcachofa", 136.94, 303
"Melon", 115.18, 408
"Manzana", 137.03, 1070
"Manzana", 149.14, 820
"Naranja", 14.42, 1000
"Pera", 148.90, 880
"Cebolla", 54.01, 848
"Lechuga", 33.27, 927
"Acelga", 20.32, 1044
"Choclo", 55.51, 348
"Batata", 23.14, 940
"Champignon", 3728.80, 115
"Brocoli", 404.01, 340
"Lima", 1093.63, 234
"Berenjena", 60.54, 552
"Morron", 2898.27, 678
"Acelga", 22.51, 963
"Apio", 57.47, 258
"Kinoto", 24.34, 240
"Naranja", 24.20, 1050
"Cebolla", 73.56, 728
"Tomate", 775.52, 909
"Palta", 1162.50, 364
"Choclo", 49.90, 360
"Kinoto", 35.61, 188
"Durazno", 167.74, 864
"Calabaza", 26.02, 920
"Pepino", 20.15, 595
"Brocoli", 370.04, 352
"Frambuesa", 2042.21, 101
"Higo", 2501.35, 113
"TomCherry", 532.50, 190
"Mandarina", 31.18, 1190
"Zanahoria", 36.04, 534
"Cereza", 1006.15, 214
"Ajo", 933.88, 104
"Ajo", 957.29, 93
"Naranja", 8.97, 910
"Higo", 2523.73, 81
"Durazno", 182.88, 784
"Caqui", 832.71, 94
"Durazno", 144.96, 704
